,제목,저자,출판사,출판일,가격,ISBN
51,Practical Database Programming With Visual C#.NET,"Bai, Ying",John Wiley & Sons Inc,20100310.0,175290,9780470467275
52,"C# 9 and .NET 5 - Modern Cross-Platform Development (Build intelligent apps, websites, and services with Blazor, ASP.NET Core, and Entity Framework Core using Visual Studio Code)",,Packt Publishing,20201110.0,55000,9781800568105
53,"Creating Cross-Platform C# Applications with Uno Platform (Build apps with C# and XAML that run on Windows, macOS, iOS, Android, and WebAssembly)",Matt Lacey^Marcel Alexander Wagner,Packt Publishing,20210827.0,26000,9781801078498
54,Hands-On Network Programming with C# and .NET Core,,Packt Publishing,20190328.0,68850,9781789340761
55,C# Class Design Handbook: Coding Effective Classes,"Conway, Richard/ Duynstee, Teun/ Hyrman, Ben/ Rowl",Springer,20030901.0,65230,9781590592571
56,Microsoft Visual C# 2008 Step by Step [With CDROM],Microsoft Press,Microsoft Pr,20071219.0,59430,9780735624306
57,Microsoft Visual C# .Net 2003 Developer’s Cookbook,"Schmidt, Mark/ Robinson, Simon",Sams,20031201.0,89150,9780672325809
58,Pro ASP.Net 1.1 in C#: From Professional to Expert,,Apress,20040901.0,97850,9781590593516
59,Hands-On TypeScript for C# and .NET Core Developers,,Packt Publishing,20181031.0,77460,9781789130287
60,Visual C# 2010 Recipes: A Problem-Solution Approach (A Problem-solution Approach),,Springer-Verlag New York Inc,20100430.0,78840,9781430225256
61,More on C# in Front Office: Advanced C# in Practice,"Zhou, Xing",Createspace,20130311.0,52370,9781453605752
62,Network Programming in .Net: C# & Visual Basic .Net (WithC# and Visual Basic .NET),"Reid, Fiach",Digital Press,20040528.0,128780,9781555583156
63,Visual C# 2005 Recipes: A Problem-Solution Approach (A Problem-solution Approach),"Jones, Allen",Apress,20060116.0,81540,9781590595893
64,Windows Azure實踐クラウド.プログラミング for C＃/Visual Basic/PHP,야마다 요시히로,秀和システム,20100801.0,42020,9784798026954
65,"Learning C# by Developing Games with Unity 2019, 4/E",,Packt Publishing,20190329.0,37000,9781789532050
66,Murach’s ADO.NET 4 Database Programming with C# 2010,"Boehm, Anne/ Mead, Ged/ /",Mike Murach & Associates,20110426.0,87300,9781890774639
67,Professional Cross-Platform Mobile Development in C#,Olson,Wrox,20120221.0,49000,9781118157701
68,Exam Ref 70-484 Essentials of Developing Windows Store Apps Using C# (MCSD) (Essentials of Developing Windows Store Apps Using C#),,Microsoft Press,20130726.0,52370,9780735676848
69,Professional ASP.NET 3.5 SP1 Edition : In C# and VB 반양장,"Evjen, Bill",Wiley,20210101.0,0,9780470478264
70,Programming Microsoft Visual C# 2008 : The Language 반양장,"Marshall, Donis",Microsoft,20210101.0,0,9780735625402
71,More Effective C# : 50 Specific Ways to Improve Your C#,"Wagner, Bill",Addison-Wesley,20210101.0,0,9780321485892
72,C# 7 and .Net Core: Modern Cross-Platform Development (Modern Cross-Platform Development),"Price, Mark J.",Packt Publishing,20170901.0,59000,9781787129559
73,Simply C#: An Application-Driven TM Tutorial Approach (An Application-Driven Tutorial Approach),,Prentice Hall,20031101.0,304470,9780131426412
74,C# Programmieren lernen f?r Einsteiger: Das ?bungsheft,,Books on Demand,20180727.0,29090,9783752839302
75,"More Effective C#: 50 Specific Ways to Improve Your C# (50 Specific Ways to Improve Your C#, Includes Content Update Program)",,Addison-Wesley Professional,20170608.0,73380,9780672337888
76,Hands-On Parallel Programming with C# 8 and .NET Core 3,,Packt Publishing,20191220.0,77460,9781789132410
77,C# Programming: From Problem Analysis to Program Design (From Problem Analysis to Program Design),,Cengage Learning,20150730.0,314070,9781285856872
78,Introduction of 3D graphic Simulation programming in C#,"Tan, Delin/ /",Createspace,20100406.0,73540,9781450505505
79,C#: The ultimate advanced guide to master C# programming,,Nelly B.L. International Consulting Ltd.,20200208.0,34410,9781647710651
80,Beginning C# 2008 Databases: From Novice to Professional (From Novice to Professional),"Agarwal, Vidya Vrat/ Huddleston, James",Apress,20071029.0,65230,9781590599006
81,"Microsoft Visual C# 2010 Step by Step [With CDROM], UnA/E","Sharp, John/ /",Microsoft Pr,20101210.0,0,9780735626706
82,TCP/IP Sockets in C# :Practical Guide for Programmers 반양장 (Practical Guide for Programmers),Makofske,Morgan Kaufmann,20040301.0,39260,9780124660519
83,"Unity in Action, Third Edition: Multiplatform Game Development in C#",,Manning Publications,20211026.0,74290,9781617299339
84,An Atypical ASP.NET Core 6 Design Patterns Guide - Second Edition (A SOLID adventure into architectural principles and design patterns using .NET 6 and C# 10),Carl-Hugo Marcotte,Packt Publishing,20220701.0,59000,9781803249841
85,C# Database Basics: Moving from Visual Basic and VBA to C#,"Schmalz, Michael",O&#39;Reilly Media,20120206.0,26030,9781449309985
86,Professional Iphone Programming With Monotouch and .net/C#,Mcclure,WROX Press,20100713.0,49000,9780470637821
87,Computer Programming for Beginners (Complete Guide for Beginners to Learn and Mastering SQL & C#),,Alex Suzzi International Group Ltd,20201106.0,40040,9781914154201
88,C# 7 and .NET: Designing Modern Cross-platform Applications,,Packt Publishing,20181220.0,86070,9781789956696
89,Data Entry and Validation with C# and VB .Net Windows Forms,,Apress,20030701.0,97850,9781590591086
90,Professional Android Programming With Monodroid and .net/C#,"McClure, Wallace B.",Wrox Press,20120403.0,47500,9781118026434
91,Starting Out with Visual C# 2010: Pearson New International,,Pearson Group,20131016.0,100830,9781292025964
92,C# Programming : From Problem Analysis to Program Design 반양장,"Doyle, Barbara",Cengage Learning,20070815.0,308290,9781423901464
93,Introduction to 3D Game Engine Design Using DirectX 9 and C#,"Harrison, Lynn Thomas",Apress,20030801.0,65070,9781590590812
94,Beginning Visual C# Express: A Computer Programming Tutorial,,Kidware Software,20130901.0,111380,9781937161484
95,Wrox’s Visual C# 2005 Express Edition Starter Kit with CD-ROM,,WROX Press,20060131.0,35000,9780764589553
96,Beginning Windows 8 Data Development: Using C# and JavaScript,,Apress,20130417.0,57070,9781430249924
97,Automatic Amharic News Text Classification with C# and Python,,KS OmniScriptum Publishing,20130608.0,82650,9783659411809
98,Beginning ASP.Net 3.5 in C# 2008: From Novice to Professional (From Novice to Professional),"MacDonald, Matthew",Apress,20071112.0,81540,9781590598917
99,"Programming C# 10: Build Cloud, Web, and Desktop Applications",,O&#39;Reilly Media,20221018.0,104010,9781098117818
0,"Programming C# 8.0: Build Cloud, Web, and Desktop Applications (Build Windows, Web, and Desktop Applications)",,Oreilly & Associates Inc,20191205.0,104010,9781492056812
1,Learning C# 2005: Get Started with C# 2.0 and .Net Programming,"Liberty, Jesse",O&#39;Reilly Media,20060101.0,59430,9780596102098
2,Pro Wpf 4.5 in C#: Windows Presentation Foundation in .Net 4.5 (Windows Presentation Foundation in .net 4.5),Apress,Apress,20121121.0,85640,9781430243656
3,Programming Microsoft Visual C# 2005 : The Base Class Library 반양장,"Balena, Francesco",Microsoft,20210101.0,0,9780735623088
4,Beginning ASP.NET E-Commerce in C#: From Novice to Professional (From Novice to Professional),,Apress,20090323.0,114160,9781430210740
5,Mathematical Tools in Computer Graphics with C# Implementations,Alexandre Hardy,World Scientific,20080501.0,243050,9789812791023
6,Learning Blazor: Build Single-Page Apps with Webassembly and C#,,O&#39;Reilly Media,,89150,9781098113247
7,Pro ASP.Net 4 CMS: Advanced Techniques for C# Developers Using the .Net 4 Framework (Advanced Techniques for C# Developers Using the .NET 4 Framework),,Springer-Verlag New York Inc,20100730.0,61540,9781430227120
8,"Programacion Orientada a Objetos , utilizando C# y Consultas con LINQ",,KS OmniScriptum Publishing,20210406.0,149790,9786203584288
9,Learn Visual C# 2019 Edition: A Step-By-Step Programming Tutorial,,Kidware Software,20190801.0,146270,9781951077068
10,Pro Wpf in C# 2008: Windows Presentation Foundation with .Net 3.5 (Windows Presentation Foundation With .net 3.5),"MacDonald, Matthew",Springer,20080429.0,89690,9781590599556
11,"Head First C#: A Learner’s Guide to Real-World Programming with C# and .Net Core (A Learner’s Guide to Real-world Programming With C#, Xaml, and .net)",,Oreilly & Associates Inc,20200404.0,96580,9781491976708
12,Pro C# 9 with .Net 5: Foundational Principles and Practices in Programming,,Apress,20210703.0,63950,9781484269381
13,Microsoft Visual C#: An Introduction to Object-Oriented Programming (An Introduction to Object-oriented Programming Edition),,Course Technology Ptr,20170717.0,235800,9781337102100
14,Mathematical Tools in Computer Graphics with C# Implementations 반양장,"Hardy, Alexandre/ Steeb, Willi-Hans",World Scientific,20090212.0,170450,9789812791030
15,ADO.NET Examples and Best Practices for C# Programmers [With CDROM],,Apress,20020401.0,73380,9781590590126
16,Beginning Visual Web Programming in C#: From Novice to Professional,,Apress,20040901.0,65230,9781590593615
17,C#: The Ultimate Beginner’s Guide to Learn C# Programming Step by Step,,Nelly B.L. International Consulting Ltd.,20191203.0,48190,9781647710019
18,Exam Ref 70-485 Advanced Windows Store App Development Using C# (MCSD) (Exam Ref 70-485),,Microsoft Press,20131015.0,52120,9780735676862
19,Gray Hat C#: A Hacker’s Guide to Creating and Automating Security Tools (A Hacker’s Guide to Creating and Automating Security Tools),,No Starch Pr,20170630.0,59360,9781593277598
20,"Hands-On Unity 2020 Game Development 반양장 (Build, customize, and optimize professional games using Unity 2020 and C#)","Borromeo, Nicolas Alejandro",Packt Publishing,20200727.0,45000,9781838642006
21,"Blazor WebAssembly by Example (A project-based guide to building web apps with .NET, Blazor WebAssembly, and C#)",,Packt Publishing,20210709.0,27000,9781800567511
22,Applying Domain-Driven Design And Patterns : With Examples in C# and .net 반양장,"Nilsson, Jimmy",Addison-Wesley,20210101.0,40000,9780321268204
23,Learning Monotouch (A Hands-on Guide to Building Iphone and Ipad Applications With C# and .net),"Bluestein, Michael",Addison-Wesley Professional,20110520.0,59110,9780321719928
24,C# 3.0 Design Patterns: Use the Power of C# 3.0 to Solve Real-World Problems,"Bishop, Judith",Oreilly & Associates Inc,20070915.0,74290,9780596527730
25,Windows Forms in Action: Second Edition of Windows Forms Programming with C#,"Brown, Eric",Manning Publications,20060401.0,74230,9781932394658
26,Microsoft Visual C# 2008 : An Introduction to Object-Oriented Programming 반양장,"Farrell, Joyce",Course Technology,20080514.0,325580,9781423902553
27,"Mastering Xamarin UI Development, 2/E (Build robust and a maintainable cross-platform mobile UI with Xamarin and C# 7)",Steven F.Daniel,Packt,20181231.0,58000,9781788995511
28,"Building Maintainable Software, C# Edition: Ten Guidelines for Future-Proof Code (Ten Guidelines for Future-proof Code)",,O&#39;Reilly Media,20160702.0,37130,9781491954522
29,"Concurrency in C# Cookbook: Asynchronous, Parallel, and Multithreaded Programming",,O&#39;Reilly Media,20190910.0,74290,9781492054504
30,Web Programming ASP.Net 2.0 with C# and Visual Studio 2005 (Visual Web Developer),,Lulu Press,20060830.0,89840,9781847287847
31,"Visual Studio Tools for Office : Using C# With Excel, Word, Outlook, And Infopath 반양장","Carter, Eric/ Lippert, Eric",Addison-Wesley,20210101.0,0,9780321334886
32,Visual C# and Databases 2019 Edition: A Step-By-Step Database Programming Tutorial,,Kidware Software,20190801.0,146270,9781951077082
33,"Head First C#: A Learner’s Guide to Real-World Programming with C#, Xaml, and .Net",,O&#39;Reilly Media,20130916.0,71510,9781449343507
34,"Deep Learning with C#, .Net and Kelp.Net: The Ultimate Kelp.Net Deep Learning Guide",,Bpb Publications,20190510.0,43020,9789388511018
35,Expert Service-Oriented Architecture in C#: Using the Web Services Enhancements 2.0,,Apress,20040726.0,46800,9781590593905
36,Microsoft Asp.Net Programming With Microsoft Visual C# .Net Version 2003 Step by Step,,Microsoft Press,20030401.0,52000,9780735619357
37,"Mobile Development with C#: Building Native Ios, Android, and Windows Phone Applications (Building Native iOS, Android, and Windows Phone Applications)",O&#39;Reilly Media,O&#39;Reilly Media,20120517.0,32800,9781449320232
38,"Game Development Patterns with Unity 2021, 2/E(Paperback) 반양장 (Explore practical game development using software design patterns and best practices in Unity and C#)","Baron, David",Packt Publishing,20210730.0,29000,9781800200814
39,"High-Performance Programming in C# and .NET: Understand the nuts and bolts of developing robust, faster, and resilient applications in C# 10.0 and .NE",,Packt Publishing,20220729.0,81540,9781800564718
40,Hands-On Machine Learning with ML.NET (Getting started with Microsoft ML.NET to implement popular machine learning algorithms in C#),,Packt Publishing,20200327.0,33000,9781789801781
41,Practical Guidelines And Best Practices For Microsoft Visual Basic And Visual C# Developers,,Microsoft Press,20050323.0,74290,9780735621725
42,"C# 7 and .NET Core Cookbook - Second Edition: Serverless programming, Microservices and more",,Packt Publishing,20170427.0,86070,9781787286276
43,"Heartfelt Rainbow Love (An enjoyable and intuitive approach to getting started with C# programming and Unity, 5th Edition)",,Make Believe Ideas,20210118.0,10000,9781800581371
44,C# for Tweens and Teens (Black & White Edition): Learn Computational and Algorithmic Thinking,,Createspace Independent Publishing Platform,20170719.0,41590,9781973727767
45,Programming Windows Workflow Foundation: Practical Wf Techniques and Examples Using Xaml and C#,,Packt Publishing,20061222.0,77460,9781904811213
46,"Learn 2D Game Development with C#: For Ios, Android, Windows Phone, PlayStation Mobile and More",,Springer,20131214.0,64460,9781430266044
47,Developing C# Apps for iPhone and iPad Using Monotouch: IOS Apps Development for .Net Developers (Iphone OS Apps and Games Development for .net Developers),"Costanich, Bryan",Apress,20110526.0,78490,9781430231745
48,"C#: 3 books in 1 - The Ultimate Beginners, Intermediate and Expert Guide to Master C# Programming",,Nelly B.L. International Consulting Ltd.,20200305.0,0,9781647710781
49,Enterprise Application Development with C# 10 and .NET 6 - Second Edition: Become a professional .NET developer by learning expert techniques for buil,,Packt Publishing,20220617.0,81540,9781803232973
50,"Xamarin.Forms Projects (Build multiplatform mobile apps and a game from scratch using C# and Visual Studio 2019, 2nd Edition)",,Packt Publishing,20200619.0,50000,9781839210051
51,DEVELOPING Windows-Based Applications WITH MICROSOFT VISUAL BASIC .NET AND MICROSOFT VISUAL C# .NET (MCAD/MCSD Exam 70-306 and 316 Self-Paced Training Kit),,정보문화사,20030131.0,27000,9788956740621
52,Developing on Aws with C#: A Comprehensive Guide on Using C# to Build Solutions on the Aws Platform,,O&#39;Reilly Media,,89150,9781492095873
53,C#: 2 BOOKS IN 1 - The Ultimate Beginner’s & Intermediate Guide to Learn C# Programming Step By Step,,Nelly B.L. International Consulting Ltd.,20191207.0,67120,9781647710200
54,".NET 3.5 Wrox Box (Professional ASP.NET 3.5, Professional C# 2008, Professional LINQ, .NET Domain-Driven Design with C#)","Evjen, Bill/ Hanselman, Scott/ Rader, Devin/ Nagel",WROX Press,20080708.0,140000,9780470387993
55,Learn C# Programming: A guide to building a solid foundation in C# language for writing efficient programs,,Packt Publishing,20200430.0,68850,9781789805864
56,Mastering Unity Scripting: Learn advanced C# tips and techniques to make professional-grade games with Unity,,Packt Publishing,20150131.0,86070,9781784390655
57,"Programming Windows Store Apps with C#: Master Winrt, Xaml, and C# to Create Innovative Windows 8 Applications",,O&#39;Reilly Media,20140303.0,65660,9781449320850
58,Clean Code in C#: Refactor your legacy C# code base and improve application performance by applying best practices,Jason Alls,Packt Publishing,20200717.0,77460,9781838982973
59,".NET 2.0 Wrox Box (Professional ASP.NET 2.0, Professional C# 2005, Professional .NET 2.0 Generics, and Professional .NET Framework 2.0)",,WROX Press,20060515.0,222910,9780470048405
60,C# Data Structures and Algorithms: Explore the possibilities of C# for developing a variety of efficient applications,,Packt Publishing,20180420.0,86070,9781788833738
61,"Software Architecture with C# 9 and .NET 5: Architecting software solutions using microservices, DevOps, and design patterns for Azure",,Packt Publishing,20201224.0,120500,9781800566040
62,C# Programming: A complete guide to master C# on your own. Build coding knowledge creating real projects and applications. Transform y,,Francesco Cammardella,20201116.0,34410,9781990151040
63,"C# and .NET Core Test Driven Development: Dive into TDD to create flexible, maintainable, and production-ready .NET Core applications",,Packt Publishing,20180521.0,68850,9781788292481
64,Building Microservices with .NET Core 2.0: Transitioning monolithic architectures using microservices with .NET Core 2.0 using C# 7.0,,Packt Publishing,20171222.0,77460,9781788393331
65,"Computer Programming: 4 Books in 1: SQL for Beginners, C# for Beginners, C# for intermediate, Hacking with Kali Linux. Everything you Need f",,Alex Suzzi International Group Ltd,20201103.0,48150,9781914154096
66,"C# 7 and .NET Core 2.0 High Performance: Build highly performant, multi-threaded, and concurrent applications using C# 7 and .NET Core 2.0",,Packt Publishing,20180427.0,77460,9781788470049
67,"Mastering C# (C Sharp Programming): A Step by Step Guide for the Beginner, Intermediate and Advanced User, Including Projects and Exercises",,Newstone Publishing,20190519.0,60230,9781989726037
68,Enterprise Application Development with C# 9 and .NET 5: Enhance your C# and .NET skills by mastering the process of developing professional-grade web,,Packt Publishing,20210319.0,86070,9781800209442
69,Learning C# by Developing Games with Unity 2020 - Fifth Edition: An enjoyable and intuitive approach to getting started with C# programming and Unity,,Packt Publishing,20200821.0,68850,9781800207806
70,"C# 8.0 and .NET Core 3.0 - Modern Cross-Platform Development: Build applications with C#, .NET Core, Entity Framework Core, ASP.NET Core, and ML.NET u",,Packt Publishing,20191031.0,68850,9781788478120
71,"C# 7.1 and .NET Core 2.0 - Modern Cross-Platform Development - Third Edition: Create powerful applications with .NET Standard 2.0, ASP.NET Core 2.0, a",,Packt Publishing,20171130.0,68850,9781788398077
72,"An Atypical ASP.NET Core 5 Design Patterns Guide: A SOLID adventure into architectural principles, design patterns, .NET 5, and C#",,Packt Publishing,20201230.0,77460,9781789346091
73,"Computer Programming Bible: A Step by Step Guide On How To Master From The Basics to Advanced of Python, C, C++, C#, HTML Coding Raspberry Pi3",,Cyberpunk Architects,20200123.0,36130,9781989120347
